Country Name,Country Code,year,gdp,Region,IncomeGroup
Lao PDR,LAO,1982-01-01,,East Asia & Pacific,Lower middle income
Lebanon,LBN,1982-01-01,,Middle East & North Africa,Lower middle income
Liberia,LBR,1982-01-01,863933200.0,Sub-Saharan Africa,Low income
Libya,LBY,1982-01-01,33760146990.5726,Middle East & North Africa,Upper middle income
St. Lucia,LCA,1982-01-01,183333333.333333,Latin America & Caribbean,Upper middle income
Latin America & Caribbean,LCN,1982-01-01,823712965139.12,,
Least developed countries: UN classification,LDC,1982-01-01,139898784463.405,,
Low income,LIC,1982-01-01,90973456712.5447,,
Liechtenstein,LIE,1982-01-01,522096760.291094,Europe & Central Asia,High income
Sri Lanka,LKA,1982-01-01,4768765016.81884,South Asia,Lower middle income
Lower middle income,LMC,1982-01-01,632352323939.17,,
Low & middle income,LMY,1982-01-01,2286646059078.0,,
Lesotho,LSO,1982-01-01,348741683.673845,Sub-Saharan Africa,Lower middle income
Late-demographic dividend,LTE,1982-01-01,1392996678425.95,,
Lithuania,LTU,1982-01-01,,Europe & Central Asia,High income
Luxembourg,LUX,1982-01-01,4602316793.21914,Europe & Central Asia,High income
Latvia,LVA,1982-01-01,,Europe & Central Asia,High income
"Macao SAR, China",MAC,1982-01-01,1142497718.77916,East Asia & Pacific,High income
St. Martin (French part),MAF,1982-01-01,,Latin America & Caribbean,High income
Morocco,MAR,1982-01-01,17692276734.171,Middle East & North Africa,Lower middle income
Monaco,MCO,1982-01-01,1143216456.56796,Europe & Central Asia,High income
Moldova,MDA,1982-01-01,,Europe & Central Asia,Upper middle income
Madagascar,MDG,1982-01-01,4784977325.95803,Sub-Saharan Africa,Low income
Maldives,MDV,1982-01-01,47911340.1834794,South Asia,Upper middle income
Middle East & North Africa,MEA,1982-01-01,609097022764.158,,
Mexico,MEX,1982-01-01,184602611609.517,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1982-01-01,34918000.0,East Asia & Pacific,Upper middle income
Middle income,MIC,1982-01-01,2200324301007.47,,
North Macedonia,MKD,1982-01-01,,Europe & Central Asia,Upper middle income
Mali,MLI,1982-01-01,1333754224.99949,Sub-Saharan Africa,Low income
Malta,MLT,1982-01-01,1234474695.1709,Middle East & North Africa,High income
Myanmar,MMR,1982-01-01,1481165467.83214,East Asia & Pacific,Lower middle income
Middle East & North Africa (excluding high income),MNA,1982-01-01,336377114321.744,,
Montenegro,MNE,1982-01-01,,Europe & Central Asia,Upper middle income
Mongolia,MNG,1982-01-01,2552401933.33333,East Asia & Pacific,Upper middle income
Northern Mariana Islands,MNP,1982-01-01,,East Asia & Pacific,High income
Mozambique,MOZ,1982-01-01,,Sub-Saharan Africa,Low income
Mauritania,MRT,1982-01-01,1108776652.78389,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,1982-01-01,1092923635.57767,Sub-Saharan Africa,Upper middle income
Malawi,MWI,1982-01-01,1717379494.63245,Sub-Saharan Africa,Low income
Malaysia,MYS,1982-01-01,26804493635.3297,East Asia & Pacific,Upper middle income
North America,NAC,1982-01-01,3659222307440.61,,
Namibia,NAM,1982-01-01,2118710248.32937,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,1982-01-01,904599869.725833,East Asia & Pacific,High income
Niger,NER,1982-01-01,2017612215.97935,Sub-Saharan Africa,Low income
Nigeria,NGA,1982-01-01,142769363314.176,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1982-01-01,2454499872.03789,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1982-01-01,158712765536.024,Europe & Central Asia,High income
Norway,NOR,1982-01-01,62647195537.6511,Europe & Central Asia,High income
Nepal,NPL,1982-01-01,2395423741.79762,South Asia,Lower middle income
Nauru,NRU,1982-01-01,52877742.469381,East Asia & Pacific,High income
New Zealand,NZL,1982-01-01,24164603058.9949,East Asia & Pacific,High income
OECD members,OED,1982-01-01,8886279853784.74,,
Oman,OMN,1982-01-01,7554719455.70353,Middle East & North Africa,High income
Other small states,OSS,1982-01-01,25978261545.2016,,
Pakistan,PAK,1982-01-01,30725971563.981,South Asia,Lower middle income
Panama,PAN,1982-01-01,5769767900.0,Latin America & Caribbean,High income
Peru,PER,1982-01-01,21794535621.216,Latin America & Caribbean,Upper middle income
Philippines,PHL,1982-01-01,42206011275.1757,East Asia & Pacific,Lower middle income
Palau,PLW,1982-01-01,36027583.0,East Asia & Pacific,High income
Papua New Guinea,PNG,1982-01-01,2368719683.44848,East Asia & Pacific,Lower middle income
Poland,POL,1982-01-01,,Europe & Central Asia,High income
Pre-demographic dividend,PRE,1982-01-01,307949892975.94,,
Puerto Rico,PRI,1982-01-01,16764200000.0,Latin America & Caribbean,High income
"Korea, Dem. People's Rep.",PRK,1982-01-01,,East Asia & Pacific,Low income
Portugal,PRT,1982-01-01,30527754793.1382,Europe & Central Asia,High income
Paraguay,PRY,1982-01-01,5419411764.70588,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,1982-01-01,,Middle East & North Africa,Lower middle income
Pacific island small states,PSS,1982-01-01,1925494376.45517,,
Post-demographic dividend,PST,1982-01-01,8637110496548.22,,
French Polynesia,PYF,1982-01-01,1235897957.88874,East Asia & Pacific,High income
Qatar,QAT,1982-01-01,7596703214.28571,Middle East & North Africa,High income
Romania,ROU,1982-01-01,,Europe & Central Asia,High income
Russian Federation,RUS,1982-01-01,,Europe & Central Asia,High income
Rwanda,RWA,1982-01-01,1407243139.2545,Sub-Saharan Africa,Low income
South Asia,SAS,1982-01-01,258727224080.527,,
Saudi Arabia,SAU,1982-01-01,153240313858.323,Middle East & North Africa,High income
Sudan,SDN,1982-01-01,8732542273.73424,Sub-Saharan Africa,Low income
Senegal,SEN,1982-01-01,4013951442.67081,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1982-01-01,16084252378.473,East Asia & Pacific,High income
Solomon Islands,SLB,1982-01-01,192902018.733318,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1982-01-01,1295361885.92419,Sub-Saharan Africa,Low income
El Salvador,SLV,1982-01-01,3399189100.0,Latin America & Caribbean,Upper middle income
San Marino,SMR,1982-01-01,,Europe & Central Asia,High income
Somalia,SOM,1982-01-01,774578931.96392,Sub-Saharan Africa,Low income
Serbia,SRB,1982-01-01,,Europe & Central Asia,Upper middle income
Sub-Saharan Africa (excluding high income),SSA,1982-01-01,376029141290.58,,
South Sudan,SSD,1982-01-01,,Sub-Saharan Africa,Low income
Sub-Saharan Africa,SSF,1982-01-01,376182335241.856,,
Small states,SST,1982-01-01,32918973358.1151,,
Sao Tome and Principe,STP,1982-01-01,80307762.6236105,Sub-Saharan Africa,Lower middle income
Suriname,SUR,1982-01-01,915000000.0,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1982-01-01,,Europe & Central Asia,High income
Slovenia,SVN,1982-01-01,,Europe & Central Asia,High income
Sweden,SWE,1982-01-01,114216043039.506,Europe & Central Asia,High income
Eswatini,SWZ,1982-01-01,537568059.413381,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,1982-01-01,,Latin America & Caribbean,High income
Seychelles,SYC,1982-01-01,157211789.714587,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,1982-01-01,16298929011.4681,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,1982-01-01,,Latin America & Caribbean,High income
Chad,TCD,1982-01-01,834369859.663018,Sub-Saharan Africa,Low income
East Asia & Pacific (IDA & IBRD countries),TEA,1982-01-01,423018950543.299,,
Europe & Central Asia (IDA & IBRD countries),TEC,1982-01-01,,,
Togo,TGO,1982-01-01,1160337039.38068,Sub-Saharan Africa,Low income
Thailand,THA,1982-01-01,36589772403.7566,East Asia & Pacific,Upper middle income
Tajikistan,TJK,1982-01-01,,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,1982-01-01,,Europe & Central Asia,Upper middle income
Latin America & the Caribbean (IDA & IBRD countries),TLA,1982-01-01,780344326387.456,,
Timor-Leste,TLS,1982-01-01,,East Asia & Pacific,Lower middle income
Middle East & North Africa (IDA & IBRD countries),TMN,1982-01-01,333266131696.008,,
Tonga,TON,1982-01-01,62068161.0711025,East Asia & Pacific,Upper middle income
South Asia (IDA & IBRD),TSA,1982-01-01,258727224080.527,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1982-01-01,376182335241.856,,
Trinidad and Tobago,TTO,1982-01-01,8140416670.05851,Latin America & Caribbean,High income
Tunisia,TUN,1982-01-01,8133580051.70251,Middle East & North Africa,Lower middle income
Turkiye,TUR,1982-01-01,64369325153.3742,Europe & Central Asia,Upper middle income
Tuvalu,TUV,1982-01-01,4118945.16164625,East Asia & Pacific,Upper middle income
Tanzania,TZA,1982-01-01,13927383239.8322,Sub-Saharan Africa,Lower middle income
Uganda,UGA,1982-01-01,2177500000.0,Sub-Saharan Africa,Low income
Ukraine,UKR,1982-01-01,,Europe & Central Asia,Upper middle income
Upper middle income,UMC,1982-01-01,1565614758904.81,,
Uruguay,URY,1982-01-01,9178780076.99713,Latin America & Caribbean,High income
United States,USA,1982-01-01,3343789000000.0,North America,High income
Uzbekistan,UZB,1982-01-01,,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1982-01-01,113759203.333333,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1982-01-01,67736744186.0465,Latin America & Caribbean,
British Virgin Islands,VGB,1982-01-01,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,1982-01-01,,Latin America & Caribbean,High income
Viet Nam,VNM,1982-01-01,,East Asia & Pacific,Lower middle income
Vanuatu,VUT,1982-01-01,114501912.522867,East Asia & Pacific,Lower middle income
World,WLD,1982-01-01,11716617789328.5,,
Samoa,WSM,1982-01-01,121221651.619316,East Asia & Pacific,Lower middle income
Kosovo,XKX,1982-01-01,,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,1982-01-01,,Middle East & North Africa,Low income
South Africa,ZAF,1982-01-01,85904057409.3585,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1982-01-01,3871117092.86676,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1982-01-01,8539700700.0,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1983-01-01,,Latin America & Caribbean,High income
Africa Eastern and Southern,AFE,1983-01-01,185822573393.842,,
Afghanistan,AFG,1983-01-01,,South Asia,Low income
Africa Western and Central,AFW,1983-01-01,151222588533.416,,
Angola,AGO,1983-01-01,5784341596.36339,Sub-Saharan Africa,Lower middle income
Albania,ALB,1983-01-01,1881412587.41259,Europe & Central Asia,Upper middle income
Andorra,AND,1983-01-01,327850042.515872,Europe & Central Asia,High income
Arab World,ARB,1983-01-01,437471179607.113,,
United Arab Emirates,ARE,1983-01-01,42803323345.1376,Middle East & North Africa,High income
Argentina,ARG,1983-01-01,103979106777.911,Latin America & Caribbean,Upper middle income
Armenia,ARM,1983-01-01,,Europe & Central Asia,Upper middle income
American Samoa,ASM,1983-01-01,,East Asia & Pacific,High income
Antigua and Barbuda,ATG,1983-01-01,184848148.148148,Latin America & Caribbean,High income
Australia,AUS,1983-01-01,177267290706.228,East Asia & Pacific,High income
Austria,AUT,1983-01-01,71838528420.4075,Europe & Central Asia,High income
Azerbaijan,AZE,1983-01-01,,Europe & Central Asia,Upper middle income
Burundi,BDI,1983-01-01,1082926304.46477,Sub-Saharan Africa,Low income
Belgium,BEL,1983-01-01,87184239053.2544,Europe & Central Asia,High income
Benin,BEN,1983-01-01,1095348199.43911,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1983-01-01,1600278605.25465,Sub-Saharan Africa,Low income
Bangladesh,BGD,1983-01-01,17609048821.5488,South Asia,Lower middle income
Bulgaria,BGR,1983-01-01,16563666666.6667,Europe & Central Asia,High income
Bahrain,BHR,1983-01-01,4247030468.08511,Middle East & North Africa,High income
"Bahamas, The",BHS,1983-01-01,1732800000.0,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1983-01-01,,Europe & Central Asia,Upper middle income
Belarus,BLR,1983-01-01,,Europe & Central Asia,Upper middle income
Belize,BLZ,1983-01-01,262150000.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1983-01-01,889400000.0,North America,High income
Bolivia,BOL,1983-01-01,5414008620.68966,Latin America & Caribbean,Lower middle income
Brazil,BRA,1983-01-01,189656506321.431,Latin America & Caribbean,Upper middle income
Barbados,BRB,1983-01-01,1236016506.73694,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1983-01-01,7927590750.39502,East Asia & Pacific,High income
Bhutan,BTN,1983-01-01,156704289.913612,South Asia,Lower middle income
Botswana,BWA,1983-01-01,1172230396.58099,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1983-01-01,658679332.681331,Sub-Saharan Africa,Low income
Canada,CAN,1983-01-01,341866277182.733,North America,High income
Central Europe and the Baltics,CEB,1983-01-01,,,
Switzerland,CHE,1983-01-01,114634358534.61,Europe & Central Asia,High income
Channel Islands,CHI,1983-01-01,,Europe & Central Asia,High income
Chile,CHL,1983-01-01,20362016672.278,Latin America & Caribbean,High income
China,CHN,1983-01-01,230686747153.257,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1983-01-01,6838184772.52063,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,1983-01-01,6870200009.90065,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1983-01-01,11006712650.4481,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1983-01-01,2097274289.75066,Sub-Saharan Africa,Lower middle income
Colombia,COL,1983-01-01,38729822781.5997,Latin America & Caribbean,Upper middle income
Comoros,COM,1983-01-01,191621954.855332,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,1983-01-01,138476175.620363,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,1983-01-01,3146772630.77263,Latin America & Caribbean,Upper middle income
Caribbean small states,CSS,1983-01-01,5425283192.66286,,
Cuba,CUB,1983-01-01,22204940512.2235,Latin America & Caribbean,Upper middle income
Curacao,CUW,1983-01-01,,Latin America & Caribbean,High income
Cayman Islands,CYM,1983-01-01,,Latin America & Caribbean,High income
Cyprus,CYP,1983-01-01,2160364071.19021,Europe & Central Asia,High income
Czechia,CZE,1983-01-01,,Europe & Central Asia,High income
Germany,DEU,1983-01-01,773507930294.906,Europe & Central Asia,High income
Djibouti,DJI,1983-01-01,,Middle East & North Africa,Lower middle income
Dominica,DMA,1983-01-01,98665191.4814815,Latin America & Caribbean,Upper middle income
Denmark,DNK,1983-01-01,60331158447.2389,Europe & Central Asia,High income
Dominican Republic,DOM,1983-01-01,9220600000.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,1983-01-01,48801369800.3675,Middle East & North Africa,Upper middle income
East Asia & Pacific (excluding high income),EAP,1983-01-01,443397036708.904,,
Early-demographic dividend,EAR,1983-01-01,1474565522460.25,,
East Asia & Pacific,EAS,1983-01-01,2119691197704.64,,
Europe & Central Asia (excluding high income),ECA,1983-01-01,,,
Europe & Central Asia,ECS,1983-01-01,3837844111824.94,,
Ecuador,ECU,1983-01-01,17152477036.5005,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1983-01-01,30966239813.7369,Middle East & North Africa,Lower middle income
Euro area,EMU,1983-01-01,2440096224917.17,,
Eritrea,ERI,1983-01-01,,Sub-Saharan Africa,Low income
Spain,ESP,1983-01-01,170829074245.94,Europe & Central Asia,High income
Estonia,EST,1983-01-01,,Europe & Central Asia,High income
Ethiopia,ETH,1983-01-01,8781664427.05314,Sub-Saharan Africa,Low income
European Union,EUU,1983-01-01,2710791758579.87,,
Fragile and conflict affected situations,FCS,1983-01-01,421548878321.183,,
Finland,FIN,1983-01-01,50956447480.7857,Europe & Central Asia,High income
Fiji,FJI,1983-01-01,1123085190.06509,East Asia & Pacific,Upper middle income
France,FRA,1983-01-01,553356312935.709,Europe & Central Asia,High income
Faroe Islands,FRO,1983-01-01,486605127.702681,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1983-01-01,84110353.0,East Asia & Pacific,Lower middle income
Gabon,GAB,1983-01-01,3391275731.53751,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1983-01-01,489618008185.539,Europe & Central Asia,High income
Georgia,GEO,1983-01-01,,Europe & Central Asia,Upper middle income
Ghana,GHA,1983-01-01,4057275132.27513,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,1983-01-01,,Europe & Central Asia,High income
Guinea,GIN,1983-01-01,15129893722.3449,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1983-01-01,213448584.936945,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,1983-01-01,425225176.812165,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,1983-01-01,44442456.94764,Sub-Saharan Africa,Upper middle income
Greece,GRC,1983-01-01,48741397058.8235,Europe & Central Asia,High income
Grenada,GRD,1983-01-01,131803552.222222,Latin America & Caribbean,Upper middle income
Greenland,GRL,1983-01-01,416184071.019417,Europe & Central Asia,High income
Guatemala,GTM,1983-01-01,9050000400.0,Latin America & Caribbean,Upper middle income
Guam,GUM,1983-01-01,,East Asia & Pacific,High income
Guyana,GUY,1983-01-01,489333333.333333,Latin America & Caribbean,High income
High income,HIC,1983-01-01,9680585669137.21,,
"Hong Kong SAR, China",HKG,1983-01-01,29907227184.179,East Asia & Pacific,High income
Honduras,HND,1983-01-01,4476697185.0,Latin America & Caribbean,Lower middle income
Heavily indebted poor countries (HIPC),HPC,1983-01-01,128680325714.283,,
Croatia,HRV,1983-01-01,,Europe & Central Asia,High income
Haiti,HTI,1983-01-01,1623600000.0,Latin America & Caribbean,Lower middle income
Hungary,HUN,1983-01-01,21838893330.6052,Europe & Central Asia,High income
IBRD only,IBD,1983-01-01,2526252835646.19,,
IDA & IBRD total,IBT,1983-01-01,2888645355460.43,,
IDA total,IDA,1983-01-01,348769250499.103,,
IDA blend,IDB,1983-01-01,165383050250.544,,
Indonesia,IDN,1983-01-01,81052283383.7155,East Asia & Pacific,Upper middle income
IDA only,IDX,1983-01-01,181335081410.102,,
Isle of Man,IMN,1983-01-01,,Europe & Central Asia,High income
